,County,WRIA Number,Site,Lab Sample Number,Collect Date,Parameter,Dominance,loc_idx,geometry
13764,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
13765,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Ceratium sp.,Present,256,POINT (-122.448058 47.110133)
13766,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13767,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Dinobryon sp.,Present,256,POINT (-122.448058 47.110133)
13768,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Euglena sp.,Present,256,POINT (-122.448058 47.110133)
13769,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13770,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Microcystis sp.,Present,256,POINT (-122.448058 47.110133)
13771,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Synura sp.,Present,256,POINT (-122.448058 47.110133)
13772,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Undetermined Filament,Present,256,POINT (-122.448058 47.110133)
13773,Pierce,12.0,Spanaway,L52008-3,10/20/2010,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13774,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13775,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Anabaena: trichome straight,Subdominant,256,POINT (-122.448058 47.110133)
13776,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13777,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Asterionella,Present,256,POINT (-122.448058 47.110133)
13778,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Chroococcus sp.,Present,256,POINT (-122.448058 47.110133)
13779,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Cosmarium sp.,Present,256,POINT (-122.448058 47.110133)
13780,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Fragilaria sp.,Dominant,256,POINT (-122.448058 47.110133)
13781,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13782,Pierce,12.0,Spanaway,L51938-4,10/06/2010,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13783,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Amphora sp.,Present,256,POINT (-122.448058 47.110133)
13784,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13785,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13786,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Ankistrodesmus sp.,Present,256,POINT (-122.448058 47.110133)
13787,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13788,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Closterium sp.,Present,256,POINT (-122.448058 47.110133)
13789,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Cocconeis sp.,Present,256,POINT (-122.448058 47.110133)
13790,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Coelastrum sp.,Present,256,POINT (-122.448058 47.110133)
13791,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Cosmarium sp.,Present,256,POINT (-122.448058 47.110133)
13792,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Crucigenia sp.,Present,256,POINT (-122.448058 47.110133)
13793,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Cyclotella sp.,Present,256,POINT (-122.448058 47.110133)
13794,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Cymbella sp.,Present,256,POINT (-122.448058 47.110133)
13795,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Dinobryon sp.,Present,256,POINT (-122.448058 47.110133)
13796,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Eunotia sp.,Present,256,POINT (-122.448058 47.110133)
13797,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Fragilaria sp.,Dominant,256,POINT (-122.448058 47.110133)
13798,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Gomphonema sp.,Present,256,POINT (-122.448058 47.110133)
13799,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Kirchneriella sp.,Present,256,POINT (-122.448058 47.110133)
13800,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Melosira sp.,Present,256,POINT (-122.448058 47.110133)
13801,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Microcystis sp.,Present,256,POINT (-122.448058 47.110133)
13802,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Navicula sp.,Present,256,POINT (-122.448058 47.110133)
13803,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Oscillatoria sp.,Present,256,POINT (-122.448058 47.110133)
13804,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Pediastrum sp.,Present,256,POINT (-122.448058 47.110133)
13805,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13806,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Sphaerocystis sp.,Present,256,POINT (-122.448058 47.110133)
13807,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Staurastrum sp.,Present,256,POINT (-122.448058 47.110133)
13808,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13809,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Tetraedon sp.,Present,256,POINT (-122.448058 47.110133)
13810,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Undetermined Filament,Present,256,POINT (-122.448058 47.110133)
13811,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Unicellular Green 4-7 microns,Present,256,POINT (-122.448058 47.110133)
13812,Pierce,12.0,Spanaway,L51318-3,07/21/2010,Woronichinia sp.,Subdominant,256,POINT (-122.448058 47.110133)
13813,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13814,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13815,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Aphanizomenon sp.,Dominant,256,POINT (-122.448058 47.110133)
13816,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Asterionella,Present,256,POINT (-122.448058 47.110133)
13817,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13818,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Eunotia sp.,Present,256,POINT (-122.448058 47.110133)
13819,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13820,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Gomphonema sp.,Present,256,POINT (-122.448058 47.110133)
13821,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Microcystis sp.,Present,256,POINT (-122.448058 47.110133)
13822,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Navicula sp.,Present,256,POINT (-122.448058 47.110133)
13823,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13824,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13825,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13826,Pierce,12.0,Spanaway,L49567-1,11/02/2009,Woronichinia sp.,Subdominant,256,POINT (-122.448058 47.110133)
13827,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Anabaena: trichome irregularly twisted,Subdominant,256,POINT (-122.448058 47.110133)
13828,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13829,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13830,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Asterionella,Present,256,POINT (-122.448058 47.110133)
13831,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Botryococcus sp.,Dominant,256,POINT (-122.448058 47.110133)
13832,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Cosmarium sp.,Present,256,POINT (-122.448058 47.110133)
13833,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Crucigenia sp.,Present,256,POINT (-122.448058 47.110133)
13834,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Cyclotella sp.,Present,256,POINT (-122.448058 47.110133)
13835,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Cymbella sp.,Present,256,POINT (-122.448058 47.110133)
13836,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Elakatothrix sp.,Present,256,POINT (-122.448058 47.110133)
13837,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Melosira sp.,Present,256,POINT (-122.448058 47.110133)
13838,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Oscillatoria sp.,Present,256,POINT (-122.448058 47.110133)
13839,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Pediastrum sp.,Present,256,POINT (-122.448058 47.110133)
13840,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13841,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Spirogyra sp.,Present,256,POINT (-122.448058 47.110133)
13842,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Staurastrum sp.,Present,256,POINT (-122.448058 47.110133)
13843,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13844,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Unidentified Diatom,Present,256,POINT (-122.448058 47.110133)
13845,Pierce,12.0,Spanaway,L48346-2,06/10/2009,Volvox sp.,Present,256,POINT (-122.448058 47.110133)
13846,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13847,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Aphanizomenon sp.,Dominant,256,POINT (-122.448058 47.110133)
13848,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Aulacoseira sp.,Present,256,POINT (-122.448058 47.110133)
13849,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Cymbella sp.,Present,256,POINT (-122.448058 47.110133)
13850,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Gomphonema sp.,Present,256,POINT (-122.448058 47.110133)
13851,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Melosira sp.,Present,256,POINT (-122.448058 47.110133)
13852,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Rhizoclonium sp.,Present,256,POINT (-122.448058 47.110133)
13853,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Spirogyra sp.,Subdominant,256,POINT (-122.448058 47.110133)
13854,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13855,Pierce,12.0,Spanaway,L47818-9,04/06/2009,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13856,Pierce,12.0,Spanaway,L47043-5,12/01/2008,Anabaena: trichome irregularly twisted,Subdominant,256,POINT (-122.448058 47.110133)
13857,Pierce,12.0,Spanaway,L47043-5,12/01/2008,Aphanizomenon sp.,Dominant,256,POINT (-122.448058 47.110133)
13858,Pierce,12.0,Spanaway,L47043-5,12/01/2008,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13859,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Anabaena: trichome irregularly twisted,Subdominant,256,POINT (-122.448058 47.110133)
13860,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13861,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13862,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Aphanizomenon sp.,Dominant,256,POINT (-122.448058 47.110133)
13863,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Asterionella,Present,256,POINT (-122.448058 47.110133)
13864,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Aulacoseira sp.,Present,256,POINT (-122.448058 47.110133)
13865,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Ceratium sp.,Present,256,POINT (-122.448058 47.110133)
13866,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13867,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Cymbella sp.,Present,256,POINT (-122.448058 47.110133)
13868,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Dinobryon sp.,Present,256,POINT (-122.448058 47.110133)
13869,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13870,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Staurastrum sp.,Present,256,POINT (-122.448058 47.110133)
13871,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Stephanodiscus sp.,Present,256,POINT (-122.448058 47.110133)
13872,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13873,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Undetermined Filament,Present,256,POINT (-122.448058 47.110133)
13874,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Unicellular Green 8-10 microns,Present,256,POINT (-122.448058 47.110133)
13875,Pierce,12.0,Spanaway,L46898-2,11/03/2008,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13876,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Anabaena: trichome irregularly twisted,Dominant,256,POINT (-122.448058 47.110133)
13877,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13878,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13879,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13880,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Asterionella,Present,256,POINT (-122.448058 47.110133)
13881,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
13882,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Dinobryon sp.,Present,256,POINT (-122.448058 47.110133)
13883,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13884,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Microcystis sp.,Present,256,POINT (-122.448058 47.110133)
13885,Pierce,12.0,Spanaway,L46784-3,10/14/2008,Woronichinia sp.,Subdominant,256,POINT (-122.448058 47.110133)
13886,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13887,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13888,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13889,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Asterionella,Present,256,POINT (-122.448058 47.110133)
13890,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
13891,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Closterium sp.,Present,256,POINT (-122.448058 47.110133)
13892,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13893,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Dinobryon sp.,Present,256,POINT (-122.448058 47.110133)
13894,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13895,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Microcystis sp.,Dominant,256,POINT (-122.448058 47.110133)
13896,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Quadrigula sp.,Present,256,POINT (-122.448058 47.110133)
13897,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Staurastrum sp.,Present,256,POINT (-122.448058 47.110133)
13898,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Stephanodiscus sp.,Present,256,POINT (-122.448058 47.110133)
13899,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13900,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Unidentified Diatom,Present,256,POINT (-122.448058 47.110133)
13901,Pierce,12.0,Spanaway,L46716-4,10/06/2008,Woronichinia sp.,Subdominant,256,POINT (-122.448058 47.110133)
13902,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Anabaena: trichome irregularly twisted,Dominant,256,POINT (-122.448058 47.110133)
13903,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13904,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13905,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13906,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
13907,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Crucigenia sp.,Present,256,POINT (-122.448058 47.110133)
13908,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13909,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Microcystis sp.,Present,256,POINT (-122.448058 47.110133)
13910,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Quadrigula sp.,Present,256,POINT (-122.448058 47.110133)
13911,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Sphaerocystis sp.,Present,256,POINT (-122.448058 47.110133)
13912,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Staurastrum sp.,Present,256,POINT (-122.448058 47.110133)
13913,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13914,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13915,Pierce,12.0,Spanaway,L46657-4,09/29/2008,Woronichinia sp.,Subdominant,256,POINT (-122.448058 47.110133)
13916,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13917,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13918,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Aulacoseira sp.,Present,256,POINT (-122.448058 47.110133)
13919,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
13920,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Chroomonas sp.,Present,256,POINT (-122.448058 47.110133)
13921,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13922,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Cyclotella sp.,Present,256,POINT (-122.448058 47.110133)
13923,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Fragilaria sp.,Present,256,POINT (-122.448058 47.110133)
13924,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Gomphonema sp.,Present,256,POINT (-122.448058 47.110133)
13925,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Microcystis sp.,Dominant,256,POINT (-122.448058 47.110133)
13926,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Quadrigula sp.,Present,256,POINT (-122.448058 47.110133)
13927,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13928,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Spondylosium,Present,256,POINT (-122.448058 47.110133)
13929,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Stephanodiscus sp.,Present,256,POINT (-122.448058 47.110133)
13930,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13931,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13932,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Volvox sp.,Present,256,POINT (-122.448058 47.110133)
13933,Pierce,12.0,Spanaway,L46603-1,09/22/2008,Woronichinia sp.,Subdominant,256,POINT (-122.448058 47.110133)
13934,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Amphora sp.,Present,256,POINT (-122.448058 47.110133)
13935,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Amphora sp.,Present,256,POINT (-122.448058 47.110133)
13936,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13937,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Anabaena: trichome regularly coiled,Present,256,POINT (-122.448058 47.110133)
13938,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Anabaena: trichome straight,Present,256,POINT (-122.448058 47.110133)
13939,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Anacystis sp.,Present,256,POINT (-122.448058 47.110133)
13940,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Anacystis sp.,Present,256,POINT (-122.448058 47.110133)
13941,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Aphanizomenon sp.,Present,256,POINT (-122.448058 47.110133)
13942,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Aphanizomenon sp.,Subdominant,256,POINT (-122.448058 47.110133)
13943,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Asterionella,Present,256,POINT (-122.448058 47.110133)
13944,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Aulacoseira sp.,Present,256,POINT (-122.448058 47.110133)
13945,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Botryococcus sp.,Subdominant,256,POINT (-122.448058 47.110133)
13946,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
13947,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Ceratium sp.,Present,256,POINT (-122.448058 47.110133)
13948,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Chroococcus sp.,Present,256,POINT (-122.448058 47.110133)
13949,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Chroococcus sp.,Present,256,POINT (-122.448058 47.110133)
13950,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Crucigenia sp.,Present,256,POINT (-122.448058 47.110133)
13951,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13952,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Cryptomonas sp.,Present,256,POINT (-122.448058 47.110133)
13953,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Cyclotella sp.,Present,256,POINT (-122.448058 47.110133)
13954,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Cyclotella sp.,Present,256,POINT (-122.448058 47.110133)
13955,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Cymbella sp.,Present,256,POINT (-122.448058 47.110133)
13956,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Dinobryon sp.,Present,256,POINT (-122.448058 47.110133)
13957,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Eunotia sp.,Present,256,POINT (-122.448058 47.110133)
13958,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Fragilaria sp.,Dominant,256,POINT (-122.448058 47.110133)
13959,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Fragilaria sp.,Dominant,256,POINT (-122.448058 47.110133)
13960,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Gomphonema sp.,Present,256,POINT (-122.448058 47.110133)
13961,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Melosira sp.,Present,256,POINT (-122.448058 47.110133)
13962,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Navicula sp.,Present,256,POINT (-122.448058 47.110133)
13963,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Oocystis sp.,Present,256,POINT (-122.448058 47.110133)
13964,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Oocystis sp.,Present,256,POINT (-122.448058 47.110133)
13965,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Pediastrum sp.,Present,256,POINT (-122.448058 47.110133)
13966,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13967,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Scenedesmus sp.,Present,256,POINT (-122.448058 47.110133)
13968,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Schroederia sp.,Present,256,POINT (-122.448058 47.110133)
13969,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Schroederia sp.,Present,256,POINT (-122.448058 47.110133)
13970,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Sphaerocystis sp.,Present,256,POINT (-122.448058 47.110133)
13971,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Sphaerocystis sp.,Present,256,POINT (-122.448058 47.110133)
13972,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Staurastrum sp.,Present,256,POINT (-122.448058 47.110133)
13973,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Stephanodiscus sp.,Present,256,POINT (-122.448058 47.110133)
13974,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13975,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Synedra sp.,Present,256,POINT (-122.448058 47.110133)
13976,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Tabellaria sp.,Present,256,POINT (-122.448058 47.110133)
13977,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13978,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Trachelomonas sp.,Present,256,POINT (-122.448058 47.110133)
13979,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Unicellular Green 8-10 microns,Present,256,POINT (-122.448058 47.110133)
13980,Pierce,12.0,Spanaway,L46522-1,09/15/2008,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13981,Pierce,12.0,Spanaway,L46522-2,09/15/2008,Woronichinia sp.,Present,256,POINT (-122.448058 47.110133)
13982,Pierce,12.0,Spanaway,L46504-4,09/09/2008,Anabaena: trichome irregularly twisted,Present,256,POINT (-122.448058 47.110133)
13983,Pierce,12.0,Spanaway,L46504-4,09/09/2008,Aulacoseira sp.,Present,256,POINT (-122.448058 47.110133)
13984,Pierce,12.0,Spanaway,L46504-4,09/09/2008,Botryococcus sp.,Present,256,POINT (-122.448058 47.110133)
