County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd
Okanogan,Patterson Lake,L63460-1,48,08/03/2015,Anatoxin-a,<MDL,0.010,No,No
Okanogan,Patterson Lake,L63460-1,48,08/03/2015,Microcystin,<MDL,0.160,No,No
Okanogan,Lake Roosevelt,L48717-1,41,07/30/2009,Microcystin,<MDL,0.050,No,No
Okanogan,Lake Roosevelt,L46615-1,41,09/22/2008,Microcystin,0.100,0.050,No,No
Okanogan,Lake Roosevelt,L46615-2,41,09/22/2008,Microcystin,0.214,0.050,No,No
Okanogan,Unknown,L61845-1,,12/17/2014,Anatoxin-a,<MDL,0.010,No,No
Okanogan,Unknown,L61845-1,,12/17/2014,Cylindrospermopsin,<MDL,0.100,No,No
Okanogan,Unknown,L61845-1,,12/17/2014,Microcystin,<MDL,0.160,No,No
Okanogan,Unknown,L61845-1,,12/17/2014,Saxitoxin,<MDL,0.020,No,No
Okanogan,Unknown,L43112-1,,06/22/2007,Microcystin,0.072,0.050,No,No
Pacific,Chinook Water District Reservoir,L63823-8,24,09/22/2015,Anatoxin-a,<MDL,0.010,No,Yes
Pacific,Chinook Water District Reservoir,L63823-8,24,09/22/2015,Microcystin,<MDL,0.160,No,Yes
Pacific,Chinook Water District Reservoir,L63611-5,24,08/26/2015,Anatoxin-a,<MDL,0.010,No,No
Pacific,Chinook Water District Reservoir,L63611-5,24,08/26/2015,Microcystin,<MDL,0.160,No,No
Pacific,Chinook Water District Reservoir,L63368-1,24,07/29/2015,Anatoxin-a,<MDL,0.010,No,No
Pacific,Chinook Water District Reservoir,L63368-1,24,07/29/2015,Microcystin,<MDL,0.160,No,No
Pend Oreille,Diamond Lake,L55741-1,55,05/17/2012,Anatoxin-a,<MDL,0.019,No,Yes
Pend Oreille,Diamond Lake,L55741-1,55,05/17/2012,Microcystin,<MDL,0.050,No,Yes
Pierce,American Lake,L62293-2,12,02/25/2015,Anatoxin-a,<MDL,0.010,No,No
Pierce,American Lake,L61703-1,12,11/18/2014,Anatoxin-a,<MDL,0.010,No,No
Pierce,American Lake,L61703-1,12,11/18/2014,Microcystin,1.720,0.160,No,No
Pierce,American Lake,L61703-1,12,11/18/2014,Saxitoxin,0.021,0.020,No,No
Pierce,American Lake,L58191-1,12,06/24/2013,Microcystin,<MDL,0.160,No,Yes
Pierce,American Lake,L58096-1,12,06/10/2013,Anatoxin-a,0.552,0.010,No,Yes
Pierce,American Lake,L58096-1,12,06/10/2013,Microcystin,<MDL,0.050,No,Yes
Pierce,American Lake,L54644-1,12,11/08/2011,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,American Lake,L54644-1,12,11/08/2011,Microcystin,<MDL,0.050,No,Yes
Pierce,American Lake,L51487-2,12,08/08/2010,Anatoxin-a,<MDL,0.019,No,No
Pierce,American Lake,L51487-3,12,08/08/2010,Anatoxin-a,<MDL,0.019,No,No
Pierce,American Lake,L51487-3,12,08/08/2010,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,American Lake,L51487-2,12,08/08/2010,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,American Lake,L51487-1,12,08/08/2010,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,American Lake,L51487-1,12,08/08/2010,Microcystin,<MDL,0.050,No,No
Pierce,American Lake,L51487-2,12,08/08/2010,Microcystin,<MDL,0.050,No,No
Pierce,American Lake,L51487-3,12,08/08/2010,Microcystin,<MDL,0.050,No,No
Pierce,American Lake,L51487-3,12,08/08/2010,Saxitoxin,<MDL,0.020,No,No
Pierce,American Lake,L51487-2,12,08/08/2010,Saxitoxin,<MDL,0.020,No,No
Pierce,American Lake,L51487-1,12,08/08/2010,Saxitoxin,<MDL,0.020,No,No
Pierce,American Lake,L50201-1,12,02/09/2010,Anatoxin-a,<MDL,0.038,No,Yes
Pierce,American Lake,L50131-1,12,02/01/2010,Anatoxin-a,<MDL,0.038,No,Yes
Pierce,American Lake,L50094-1,12,01/28/2010,Anatoxin-a,<MDL,0.038,No,Yes
Pierce,American Lake,L49985-1,12,01/14/2010,Anatoxin-a,<MDL,0.038,No,Yes
Pierce,American Lake,L49873-1,12,12/28/2009,Anatoxin-a,<MDL,0.006,No,No
Pierce,American Lake,L49845-1,12,12/22/2009,Anatoxin-a,<MDL,0.019,No,No
Pierce,American Lake,L49845-1,12,12/22/2009,Microcystin,<MDL,0.050,No,No
Pierce,American Lake,L44535-1,12,11/07/2007,Microcystin,0.616,0.050,No,No
Pierce,Bay Lake,L68622-2,15,09/14/2017,Anatoxin-a,7.480,0.010,Yes,Yes
Pierce,Bay Lake,L68622-2,15,09/14/2017,Microcystin,315.000,0.150,Yes,Yes
Pierce,Bay Lake,L66001-2,15,08/17/2016,Anatoxin-a,17.800,0.010,Yes,No
Pierce,Bay Lake,L66001-2,15,08/17/2016,Microcystin,17.800,0.200,Yes,No
Pierce,Bay Lake,L64184-8,15,11/09/2015,Microcystin,223.000,0.160,Yes,No
Pierce,Bay Lake,L64125-2,15,11/02/2015,Microcystin,44.400,0.160,Yes,No
Pierce,Bay Lake,L64064-1,15,10/28/2015,Microcystin,40.900,0.160,Yes,No
Pierce,Bay Lake,L64023-3,15,10/19/2015,Microcystin,743.000,0.160,Yes,No
Pierce,Bay Lake,L63964-1,15,10/12/2015,Microcystin,940.000,0.160,Yes,Yes
Pierce,Bay Lake,L63924-10,15,10/05/2015,Microcystin,6410.000,0.160,Yes,Yes
Pierce,Bay Lake,L63902-2,15,09/30/2015,Microcystin,1980.000,0.160,Yes,Yes
Pierce,Bay Lake,L63823-4,15,09/22/2015,Microcystin,2150.000,0.160,Yes,No
Pierce,Bay Lake,L63778-1,15,09/16/2015,Microcystin,777.000,0.160,Yes,No
Pierce,Bay Lake,L63585-4,15,08/24/2015,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Bay Lake,L63585-4,15,08/24/2015,Microcystin,125.000,0.160,Yes,Yes
Pierce,Bay Lake,L63489-2,15,08/10/2015,Anatoxin-a,0.023,0.010,No,No
Pierce,Bay Lake,L63489-2,15,08/10/2015,Microcystin,19.800,0.160,Yes,No
Pierce,Bay Lake,L63052-1,15,06/15/2015,Anatoxin-a,<MDL,0.010,No,No
Pierce,Bay Lake,L63052-1,15,06/15/2015,Microcystin,18.900,0.160,Yes,No
Pierce,Bay Lake,L62851-1,15,05/20/2015,Anatoxin-a,<MDL,0.010,No,No
Pierce,Bay Lake,L62851-1,15,05/20/2015,Microcystin,0.367,0.160,No,No
Pierce,Bay Lake,L62851-1,15,05/20/2015,Saxitoxin,<MDL,0.020,No,No
Pierce,Bay Lake,L58669-3,15,09/04/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Bay Lake,L58669-3,15,09/04/2013,Microcystin,181.000,0.160,Yes,Yes
Pierce,Bay Lake,L57038-1,15,11/27/2012,Anatoxin-a,<MDL,0.019,No,No
Pierce,Bay Lake,L57038-1,15,11/27/2012,Microcystin,6.740,0.050,Yes,No
Pierce,Bay Lake,L56991-1,15,11/13/2012,Anatoxin-a,<MDL,0.019,No,No
Pierce,Bay Lake,L56991-1,15,11/13/2012,Microcystin,10.800,0.050,Yes,No
Pierce,Bay Lake,L56949-1,15,11/06/2012,Microcystin,0.202,0.050,No,No
Pierce,Bay Lake,L56841-1,15,10/25/2012,Anatoxin-a,<MDL,0.019,No,No
Pierce,Bay Lake,L56841-1,15,10/25/2012,Microcystin,0.375,0.050,No,No
Pierce,Bay Lake,L56789-1,15,10/17/2012,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,Bay Lake,L56789-1,15,10/17/2012,Microcystin,0.919,0.050,No,Yes
Pierce,Bay Lake,L56592-1,15,09/25/2012,Anatoxin-a,<MDL,0.019,No,No
Pierce,Bay Lake,L56592-1,15,09/25/2012,Microcystin,0.573,0.050,No,No
Pierce,Bay Lake,L54829-1,15,12/15/2011,Anatoxin-a,1.170,0.019,Yes,Yes
Pierce,Bay Lake,L54829-1,15,12/15/2011,Microcystin,0.740,0.050,No,Yes
Pierce,Bay Lake,L54644-2,15,11/08/2011,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,Bay Lake,L54644-2,15,11/08/2011,Microcystin,0.686,0.050,No,Yes
Pierce,Bay Lake,L53533-12,15,10/23/2011,Anatoxin-a,<MDL,0.019,No,No
Pierce,Bay Lake,L53533-12,15,10/23/2011,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,Bay Lake,L53533-12,15,10/23/2011,Microcystin,30.000,0.050,Yes,No
Pierce,Bay Lake,L53533-12,15,10/23/2011,Saxitoxin,<MDL,0.020,No,No
Pierce,Bay Lake,L53978-1,15,08/17/2011,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,Bay Lake,L53978-1,15,08/17/2011,Microcystin,0.633,0.050,No,Yes
Pierce,Bay Lake,L48494-1,15,07/06/2009,Microcystin,0.414,0.050,No,No
Pierce,Bay Lake,L48264-1,15,06/04/2009,Anatoxin-a,<MDL,0.038,No,No
Pierce,Bay Lake,L48197-1,15,05/27/2009,Anatoxin-a,<MDL,0.038,No,No
Pierce,Bay Lake,L48197-1,15,05/27/2009,Microcystin,<MDL,0.050,No,No
Pierce,Bay Lake,L46784-4,15,10/14/2008,Microcystin,5.530,0.050,No,No
Pierce,Bay Lake,L46657-1,15,09/29/2008,Microcystin,22.600,0.050,Yes,No
Pierce,Bay Lake,L46620-1,15,09/24/2008,Microcystin,62.600,0.050,Yes,No
Pierce,Bay Lake,L46533-6,15,09/16/2008,Microcystin,5.280,0.050,No,No
Pierce,Bonney Lake,L63324-1,10,07/22/2015,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Bonney Lake,L63324-1,10,07/22/2015,Microcystin,<MDL,0.160,No,Yes
Pierce,Bonney Lake,L54328-1,10,09/28/2011,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,Bonney Lake,L54328-1,10,09/28/2011,Microcystin,<MDL,0.050,No,Yes
Pierce,Breseman Pond,L62282-4,12,02/23/2015,Microcystin,<MDL,0.160,No,No
Pierce,Breseman Pond,L44380-1,12,10/25/2007,Microcystin,60.500,0.050,Yes,No
Pierce,Clarks Creek Stormwater Retention Pond,L59040-1,,10/22/2013,Anatoxin-a,<MDL,0.010,No,No
Pierce,Clarks Creek Stormwater Retention Pond,L59040-1,,10/22/2013,Microcystin,<MDL,0.160,No,No
Pierce,Clarks Creek Stormwater Retention Pond,L58935-1,,10/08/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58935-1,,10/08/2013,microcystin,0.165,0.160,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58828-1,,09/24/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58828-1,,09/24/2013,Microcystin,3.130,0.160,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58709-1,,09/17/2013,Microcystin,7.500,0.160,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58733-1,,09/10/2013,Microcystin,447.000,0.160,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58615-1,,08/27/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58615-1,,08/27/2013,Microcystin,43.800,0.160,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58495-1,,08/06/2013,Anatoxin-a,0.010,0.010,No,No
Pierce,Clarks Creek Stormwater Retention Pond,L58495-1,,08/06/2013,Microcystin,444.000,0.160,Yes,No
Pierce,Clarks Creek Stormwater Retention Pond,L58434-1,,07/29/2013,Anatoxin-a,0.038,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58434-1,,07/29/2013,Microcystin,165.000,0.160,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58343-1,,07/16/2013,Anatoxin-a,0.052,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58343-1,,07/16/2013,Microcystin,210.000,0.160,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58261-1,,07/02/2013,Anatoxin-a,0.076,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58261-1,,07/02/2013,Microcystin,321.000,0.160,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58163-1,,06/17/2013,Anatoxin-a,0.117,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58163-1,,06/17/2013,Microcystin,485.000,0.050,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58123-1,,06/11/2013,Anatoxin-a,0.089,0.010,No,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58123-1,,06/11/2013,Microcystin,416.000,0.050,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L58071-3,,06/04/2013,Microcystin,233.000,0.050,Yes,Yes
Pierce,Clarks Creek Stormwater Retention Pond,L57990-1,,05/16/2013,Anatoxin-a,0.030,0.020,No,No
Pierce,Clarks Creek Stormwater Retention Pond,L57990-1,,05/16/2013,Microcystin,76.300,0.050,Yes,No
Pierce,Clear Lake,L64810-1,11,02/08/2016,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Clear Lake,L64810-1,11,02/08/2016,Microcystin,<MDL,0.160,No,Yes
Pierce,Clear Lake,L62494-1,11,03/30/2015,Anatoxin-a,0.010,0.010,No,No
Pierce,Clear Lake,L62494-1,11,03/30/2015,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,Clear Lake,L62494-1,11,03/30/2015,Microcystin,0.198,0.160,No,No
Pierce,Clear Lake,L62494-1,11,03/30/2015,Saxitoxin,<MDL,0.020,No,No
Pierce,Clear Lake,L62205-2,11,02/11/2015,Anatoxin-a,0.020,0.010,No,No
Pierce,Clear Lake,L62205-2,11,02/11/2015,microcystin,<MDL,0.160,No,No
Pierce,Clear Lake,L62088-1,11,01/28/2015,Anatoxin-a,1980.000,0.010,Yes,No
Pierce,Clear Lake,L62084-1,11,01/26/2015,Anatoxin-a,324.000,0.010,Yes,No
Pierce,Clear Lake,L61975-1,11,01/07/2015,Anatoxin-a,7951.000,0.500,Yes,Yes
Pierce,Clear Lake,L61975-1,11,01/07/2015,Microcystin,<MDL,0.160,No,Yes
Pierce,Clear Lake,L61975-1,11,01/07/2015,Saxitoxin,0.020,0.020,No,Yes
Pierce,Clear Lake,L61857-1,11,12/23/2014,Anatoxin-a,395.000,0.010,Yes,No
Pierce,Clear Lake,L61857-1,11,12/23/2014,Microcystin,<MDL,0.160,No,No
Pierce,Clear Lake,L61857-1,11,12/23/2014,Saxitoxin,<MDL,0.020,No,No
Pierce,Clear Lake,L59409-1,11,01/08/2014,Anatoxin-a,<MDL,0.010,No,No
Pierce,Clear Lake,L59409-1,11,01/08/2014,Microcystin,<MDL,0.160,No,No
Pierce,Clear Lake,L57677-1,11,03/28/2013,Anatoxin-a,88.500,0.019,Yes,Yes
Pierce,Clear Lake,L57677-1,11,03/28/2013,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L57599-1,11,03/14/2013,Anatoxin-a,30.700,0.019,Yes,Yes
Pierce,Clear Lake,L57599-1,11,03/14/2013,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L57439-1,11,02/14/2013,Anatoxin-a,124.000,0.019,Yes,Yes
Pierce,Clear Lake,L57439-1,11,02/14/2013,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L57389-1,11,02/05/2013,Anatoxin-a,257.000,0.019,Yes,No
Pierce,Clear Lake,L57389-1,11,02/05/2013,Microcystin,<MDL,0.050,No,No
Pierce,Clear Lake,L57389-2,11,02/05/2013,Microcystin,<MDL,0.050,No,No
Pierce,Clear Lake,L57212-1,11,01/03/2013,Anatoxin-a,125.000,0.019,Yes,Yes
Pierce,Clear Lake,L57212-1,11,01/03/2013,Microcystin,0.052,0.050,No,Yes
Pierce,Clear Lake,L57135-1,11,12/12/2012,Anatoxin-a,5.250,0.019,Yes,No
Pierce,Clear Lake,L57135-1,11,12/12/2012,Microcystin,<MDL,0.050,No,No
Pierce,Clear Lake,L54940-1,11,01/10/2012,Anatoxin-a,706.000,0.019,Yes,Yes
Pierce,Clear Lake,L54846-1,11,12/21/2011,Anatoxin-a,1170.000,0.019,Yes,Yes
Pierce,Clear Lake,L54785-1,11,12/08/2011,Anatoxin-a,355.000,0.019,Yes,Yes
Pierce,Clear Lake,L54785-1,11,12/08/2011,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L54231-1,11,09/22/2011,Anatoxin-a,0.100,0.019,No,Yes
Pierce,Clear Lake,L54231-1,11,09/22/2011,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L51938-1,11,10/06/2010,Anatoxin-a,0.103,0.019,No,Yes
Pierce,Clear Lake,L51938-1,11,10/06/2010,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L51788-1,11,09/22/2010,Anatoxin-a,0.405,0.019,No,Yes
Pierce,Clear Lake,L51788-1,11,09/22/2010,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L51669-1,11,09/02/2010,Microcystin,<MDL,0.050,No,Yes
Pierce,Clear Lake,L50690-1,11,04/19/2010,Anatoxin-a,0.121,0.050,No,Yes
Pierce,Clear Lake,L50647-1,11,04/14/2010,Anatoxin-a,<MDL,0.050,No,Yes
Pierce,Clear Lake,L50592-1,11,04/07/2010,Anatoxin-a,<MDL,0.050,No,Yes
Pierce,Clear Lake,L50561-1,11,04/01/2010,Anatoxin-a,<MDL,0.050,No,Yes
Pierce,Clear Lake,L50502-1,11,03/24/2010,Anatoxin-a,<MDL,0.050,No,No
Pierce,Clear Lake,L50502-2,11,03/24/2010,Anatoxin-a,<MDL,0.050,No,No
Pierce,Clear Lake,L50460-1,11,03/18/2010,Anatoxin-a,<MDL,0.050,No,Yes
Pierce,Clear Lake,L50343-1,11,03/01/2010,Anatoxin-a,4.660,0.038,Yes,Yes
Pierce,Clear Lake,L50280-1,11,02/22/2010,Anatoxin-a,<MDL,0.038,No,Yes
Pierce,Clear Lake,L50238-1,11,02/18/2010,Anatoxin-a,0.122,0.038,No,Yes
Pierce,Clear Lake,L50203-1,11,02/09/2010,Anatoxin-a,196.000,0.038,Yes,Yes
Pierce,Clear Lake,L50131-2,11,02/01/2010,Anatoxin-a,0.205,0.038,No,Yes
Pierce,Clear Lake,L50033-1,11,01/20/2010,Anatoxin-a,16.700,0.038,Yes,Yes
Pierce,Clear Lake,L49985-2,11,01/14/2010,Anatoxin-a,326.000,0.038,Yes,Yes
Pierce,Clear Lake,L49943-1,11,01/06/2010,Anatoxin-a,538.000,0.038,Yes,Yes
Pierce,Clear Lake,L49877-1,11,12/29/2009,Anatoxin-a,135.000,0.038,Yes,No
Pierce,Clear Lake,L49845-2,11,12/22/2009,Anatoxin-a,13.000,0.012,Yes,No
Pierce,Clear Lake,L49845-2,11,12/22/2009,Microcystin,<MDL,0.050,No,No
Pierce,Clear Lake,L49714-1,11,11/30/2009,Anatoxin-a,47.200,0.097,Yes,No
Pierce,Clear Lake,L49680-1,11,11/17/2009,Anatoxin-a,<MDL,0.038,No,No
Pierce,DeCoursey Pond,L60291-1,10,05/07/2014,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,DeCoursey Pond,L60291-1,10,05/07/2014,Microcystin,<MDL,0.160,No,Yes
Pierce,DeCoursey Pond,L60291-1,10,05/07/2014,Saxitoxin,0.030,0.020,No,Yes
Pierce,DeCoursey Pond,L60053-1,10,04/07/2014,Anatoxin-a,<MDL,0.010,No,No
Pierce,DeCoursey Pond,L60053-1,10,04/07/2014,Microcystin,<MDL,0.160,No,No
Pierce,DeCoursey Pond,L60053-1,10,04/07/2014,Saxitoxin,<MDL,0.020,No,No
Pierce,DeCoursey Pond,L58071-4,10,06/04/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,DeCoursey Pond,L58071-4,10,06/04/2013,Microcystin,<MDL,0.050,No,Yes
Pierce,DeCoursey Pond,L57935-1,10,05/08/2013,Microcystin,0.069,0.050,No,Yes
Pierce,Florence Lake,L68347-1,15,08/01/2017,Anatoxin-a,<MDL,0.010,No,No
Pierce,Florence Lake,L68347-1,15,08/01/2017,Microcystin,<MDL,0.150,No,No
Pierce,Gravelly Lake,L58597-1,12,08/26/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Gravelly Lake,L58597-1,12,08/26/2013,Microcystin,<MDL,0.160,No,Yes
Pierce,Harts Lake,L66177-3,11,09/14/2016,Anatoxin-a,<MDL,0.010,No,No
Pierce,Harts Lake,L66177-3,11,09/14/2016,Microcystin,1.000,0.160,No,No
Pierce,Harts Lake,L65535-2,11,06/01/2016,Anatoxin-a,0.083,0.010,No,Yes
Pierce,Harts Lake,L65535-2,11,06/01/2016,Microcystin,<MDL,0.200,No,Yes
Pierce,Harts Lake,L62859-1,11,05/20/2015,Anatoxin-a,0.012,0.010,No,No
Pierce,Harts Lake,L62859-1,11,05/20/2015,Microcystin,0.335,0.160,No,No
Pierce,Harts Lake,L62859-1,11,05/20/2015,Saxitoxin,<MDL,0.020,No,No
Pierce,Harts Lake,L60596-1,11,06/25/2014,Anatoxin-a,<MDL,0.010,No,No
Pierce,Harts Lake,L60596-1,11,06/25/2014,Microcystin,142.000,0.160,Yes,No
Pierce,Harts Lake,L60596-1,11,06/25/2014,Saxitoxin,<MDL,0.020,No,No
Pierce,Harts Lake,L58945-1,11,10/09/2013,Anatoxin-a,<MDL,0.010,No,Yes
Pierce,Harts Lake,L58945-1,11,10/09/2013,Microcystin,1610.000,0.160,Yes,Yes
Pierce,Harts Lake,L57869-1,11,05/01/2013,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,Harts Lake,L57869-1,11,05/01/2013,Microcystin,<MDL,0.050,No,Yes
Pierce,Harts Lake,L56001-1,11,06/27/2012,Anatoxin-a,0.140,0.019,No,Yes
Pierce,Harts Lake,L56001-1,11,06/27/2012,Microcystin,6.650,0.050,Yes,Yes
Pierce,Harts Lake,L55744-16,11,06/17/2012,Anatoxin-a,2.270,0.020,Yes,No
Pierce,Harts Lake,L55744-16,11,06/17/2012,Cylindrospermopsin,0.100,0.100,No,No
Pierce,Harts Lake,L55744-16,11,06/17/2012,Microcystin,0.050,0.050,No,No
Pierce,Harts Lake,L55744-16,11,06/17/2012,Saxitoxin,0.020,0.020,No,No
Pierce,Harts Lake,L55823-1,11,06/01/2012,Anatoxin-a,0.023,0.019,No,Yes
Pierce,Harts Lake,L55823-1,11,06/01/2012,Microcystin,0.138,0.050,No,Yes
Pierce,Harts Lake,L55823-1,11,06/01/2012,Saxitoxin,<MDL,0.020,No,Yes
Pierce,Harts Lake,L53528-14,11,08/08/2011,Anatoxin-a,0.310,0.019,No,No
Pierce,Harts Lake,L53528-14,11,08/08/2011,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,Harts Lake,L53528-14,11,08/08/2011,Microcystin,41.800,0.050,Yes,No
Pierce,Harts Lake,L53528-14,11,08/08/2011,Saxitoxin,<MDL,0.020,No,No
Pierce,Harts Lake,L53011-14,11,07/24/2011,Anatoxin-a,5.490,0.019,Yes,No
Pierce,Harts Lake,L53011-14,11,07/24/2011,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,Harts Lake,L53011-14,11,07/24/2011,Microcystin,0.165,0.050,No,No
Pierce,Harts Lake,L53011-14,11,07/24/2011,Saxitoxin,<MDL,0.020,No,No
Pierce,Harts Lake,L53010-14,11,07/11/2011,Anatoxin-a,0.091,0.019,No,No
Pierce,Harts Lake,L53010-14,11,07/11/2011,Cylindrospermopsin,<MDL,0.100,No,No
Pierce,Harts Lake,L53010-14,11,07/11/2011,Microcystin,11.700,0.050,Yes,No
Pierce,Harts Lake,L53010-14,11,07/11/2011,Saxitoxin,<MDL,0.020,No,No
Pierce,Harts Lake,L53009-14,11,06/20/2011,Anatoxin-a,<MDL,0.019,No,No
Pierce,Harts Lake,L53009-14,11,06/20/2011,Cylindrospermopsin,0.288,0.100,No,No
Pierce,Harts Lake,L53009-14,11,06/20/2011,Microcystin,7.320,0.050,Yes,No
Pierce,Harts Lake,L53009-14,11,06/20/2011,Saxitoxin,<MDL,0.020,No,No
Pierce,Harts Lake,L51576-1,11,08/18/2010,Microcystin,0.108,0.050,No,Yes
Pierce,Harts Lake,L51417-1,11,08/04/2010,Microcystin,0.060,0.050,No,Yes
Pierce,Harts Lake,L51318-1,11,07/21/2010,Microcystin,<MDL,0.050,No,Yes
Pierce,Harts Lake,L51129-1,11,06/30/2010,Anatoxin-a,<MDL,0.019,No,Yes
Pierce,Harts Lake,L51129-1,11,06/30/2010,Cylindrospermopsin,<MDL,0.100,No,Yes
Pierce,Harts Lake,L51129-1,11,06/30/2010,Microcystin,<MDL,0.050,No,Yes
Pierce,Harts Lake,L51129-1,11,06/30/2010,Saxitoxin,<MDL,0.020,No,Yes
Pierce,Harts Lake,L51096-1,11,06/17/2010,Microcystin,<MDL,0.050,No,Yes
Pierce,Harts Lake,L49714-3,11,11/30/2009,Microcystin,0.246,0.050,No,No
Pierce,Harts Lake,L49586-1,11,11/03/2009,Microcystin,0.749,0.050,No,No
Pierce,Harts Lake,L49498-1,11,10/27/2009,Microcystin,3.370,0.050,No,No
Pierce,Harts Lake,L49364-1,11,10/12/2009,Microcystin,33.800,0.050,Yes,No
Pierce,Harts Lake,L48997-12,11,10/05/2009,Anatoxin-a,<MDL,0.012,No,No
Pierce,Harts Lake,L48997-12,11,10/05/2009,Microcystin,54.400,0.050,Yes,No
Pierce,Harts Lake,L49249-1,11,09/30/2009,Microcystin,6.880,0.050,Yes,No
Pierce,Harts Lake,L48899-12,11,09/21/2009,Anatoxin-a,<MDL,0.012,No,No
Pierce,Harts Lake,L48899-12,11,09/21/2009,Microcystin,6.870,0.050,Yes,No
Pierce,Harts Lake,L49103-1,11,09/14/2009,Microcystin,12.500,0.050,Yes,No
Pierce,Harts Lake,L48898-12,11,09/07/2009,Anatoxin-a,<MDL,0.012,No,No
Pierce,Harts Lake,L48898-12,11,09/07/2009,Microcystin,6.040,0.050,Yes,No
Pierce,Harts Lake,L48990-1,11,09/01/2009,Microcystin,74.100,0.050,Yes,No
Pierce,Harts Lake,L48754-12,11,08/23/2009,Anatoxin-a,<MDL,0.008,No,No
Pierce,Harts Lake,L48754-12,11,08/23/2009,Microcystin,6.210,0.050,Yes,No
Pierce,Harts Lake,L48915-1,11,08/19/2009,Microcystin,13.300,0.050,Yes,No
Pierce,Harts Lake,L48449-12,11,08/08/2009,Anatoxin-a,<MDL,0.012,No,No
Pierce,Harts Lake,L48449-12,11,08/08/2009,Microcystin,7.270,0.050,Yes,No
Pierce,Harts Lake,L48765-1,11,08/05/2009,Microcystin,12.600,0.050,Yes,No
Pierce,Harts Lake,L48648-1,11,07/22/2009,Microcystin,6.700,0.050,Yes,No
Pierce,Harts Lake,L48494-3,11,07/08/2009,Microcystin,6.820,0.050,Yes,No
Pierce,Harts Lake,L48448-1,11,06/24/2009,Microcystin,0.779,0.050,No,No
Pierce,Harts Lake,L47833-12,11,06/15/2009,Anatoxin-a,<MDL,0.120,No,No
Pierce,Harts Lake,L47833-12,11,06/15/2009,Microcystin,14.900,,Yes,No
Pierce,Harts Lake,L48346-1,11,06/10/2009,Anatoxin-a,1.740,0.075,Yes,No
Pierce,Harts Lake,L48346-1,11,06/10/2009,Microcystin,0.088,0.050,No,No
Pierce,Harts Lake,L48197-2,11,05/27/2009,Anatoxin-a,0.087,0.075,No,No
Pierce,Harts Lake,L48197-2,11,05/27/2009,Microcystin,<MDL,0.050,No,No
Pierce,Harts Lake,L46784-2,11,10/14/2008,Microcystin,0.633,0.050,No,No
